backend,psnr_threshold,quality,total_mrs,avg_success_rate,perfect_count
stb,35.0,10,305,0.0000,0
stb,35.0,20,305,0.0000,0
stb,35.0,30,305,0.0000,0
stb,35.0,40,305,0.0000,0
stb,35.0,50,305,0.0000,0
stb,35.0,60,305,0.0000,0
stb,35.0,70,305,0.0000,0
stb,35.0,80,305,0.0000,0
stb,35.0,90,354,0.0000,0
