backend,psnr_threshold,quality,total_mrs,avg_success_rate,perfect_count
stb,30.0,10,325,0.0000,0
stb,30.0,20,325,0.0000,0
stb,30.0,30,325,0.0000,0
stb,30.0,40,325,0.0000,0
stb,30.0,50,325,0.0031,0
stb,30.0,60,325,0.0462,0
stb,30.0,70,325,0.1631,0
stb,30.0,80,374,0.1889,0
stb,30.0,90,386,0.2366,0
